Year,Month,Make,Quantity
2011,12,Alfa Romeo,34
2011,12,Lexus,16
2011,12,Ssangyong,10
2011,12,Porsche,8
2011,12,Jeep,7
2011,12,Smart,6
2011,12,Jaguar,4
2011,12,Tesla,3
2011,12,Chevrolet,3
2011,12,Saab,2
2011,12,Think,2
2011,12,Daihatsu,1
2011,12,Iveco,1
2011,12,Chevrolet US,1
2012,1,Volkswagen,1528
2012,1,Toyota,1388
2012,1,Volvo,911
2012,1,Ford,828
2012,1,Audi,789
2012,1,BMW,721
2012,1,Nissan,673
2012,1,Peugeot,493
2012,1,Mercedes-Benz,461
2012,1,Skoda,430
2012,1,Mitsubishi,406
2012,1,Opel,327
2012,1,Hyundai,312
2012,1,Kia,302
2012,1,Suzuki,250
2012,1,Citroen,239
2012,1,Subaru,168
2012,1,Mazda,122
2012,1,Lexus,94
2012,1,MINI,86
2012,1,Land Rover,69
2012,1,Honda,58
2012,1,Porsche,46
2012,1,Fiat,41
2012,1,Renault,41
2012,1,Alfa Romeo,20
2012,1,Jeep,19
2012,1,Ssangyong,4
2012,1,Smart,3
2012,1,Tesla,2
2012,1,Aston Martin,1
2012,1,Bentley,1
2012,1,Cadillac,1
2012,1,Chevrolet,1
2012,1,Ferrari,1
2012,1,Jaguar,1
2012,1,Saab,1
2012,2,Toyota,1465
2012,2,Volkswagen,1340
2012,2,Ford,862
2012,2,Volvo,800
2012,2,Audi,641
2012,2,Nissan,614
2012,2,BMW,598
2012,2,Skoda,543
2012,2,Peugeot,527
2012,2,Hyundai,485
2012,2,Mercedes-Benz,429
2012,2,Kia,424
2012,2,Mitsubishi,369
2012,2,Citroen,331
2012,2,Opel,321
2012,2,Subaru,312
2012,2,Suzuki,171
2012,2,Honda,145
2012,2,Mazda,144
2012,2,Land Rover,100
2012,2,MINI,77
2012,2,Renault,60
2012,2,Fiat,46
2012,2,Lexus,33
2012,2,Alfa Romeo,27
2012,2,Jeep,21
2012,2,Porsche,20
2012,2,Ssangyong,3
2012,2,Smart,3
2012,2,Jaguar,3
2012,2,Chevrolet,2
2012,2,Saab,2
2012,2,Bentley,1
2012,2,Cadillac,1
2012,2,Ferrari,1
2012,2,Dacia,1
2012,2,Martin Motors,1
2012,2,Nilsson,1
2012,2,Think,1
2012,3,Toyota,1834
2012,3,Volkswagen,1701
2012,3,Ford,1255
2012,3,Volvo,1127
2012,3,Audi,747
2012,3,BMW,672
2012,3,Nissan,669
2012,3,Hyundai,602
2012,3,Skoda,531
2012,3,Mercedes-Benz,518
2012,3,Peugeot,484
2012,3,Mitsubishi,437
2012,3,Kia,411
2012,3,Opel,376
2012,3,Subaru,315
2012,3,Citroen,313
2012,3,Suzuki,229
2012,3,Mazda,192
2012,3,Honda,161
2012,3,Land Rover,87
2012,3,Fiat,80
2012,3,MINI,65
2012,3,Renault,65
2012,3,Lexus,52
2012,3,Alfa Romeo,48
2012,3,Porsche,20
2012,3,Jeep,20
2012,3,Jaguar,17
2012,3,Ssangyong,5
2012,3,Smart,5
2012,3,Tesla,4
2012,3,Think,3
2012,3,Chevrolet,2
2012,3,Morgan,2
2012,3,Saab,1
2012,3,Ferrari,1
2012,4,Volkswagen,2107
2012,4,Toyota,1364
2012,4,Volvo,928
2012,4,Ford,741
2012,4,Audi,703
2012,4,Skoda,652
2012,4,BMW,625
2012,4,Nissan,436
2012,4,Mercedes-Benz,415
2012,4,Mitsubishi,396
2012,4,Hyundai,392
2012,4,Peugeot,391
2012,4,Kia,338
2012,4,Opel,301
2012,4,Citroen,204
2012,4,Mazda,183
2012,4,Subaru,174
2012,4,Suzuki,114
2012,4,Honda,84
2012,4,MINI,67
2012,4,Land Rover,65
2012,4,Fiat,47
2012,4,Lexus,39
2012,4,Renault,34
2012,4,Porsche,23
2012,4,Jeep,20
2012,4,Alfa Romeo,19
2012,4,Tesla,4
2012,4,Smart,3
2012,4,Think,2
2012,4,Ssangyong,1
2012,4,Morgan,1
2012,4,Aston Martin,1
2012,4,Dacia,1
2012,4,NA,1
2012,5,Volkswagen,1712
2012,5,Toyota,1508
2012,5,Volvo,1099
2012,5,Ford,1019
2012,5,Audi,825
2012,5,Hyundai,683
2012,5,BMW,670
2012,5,Peugeot,655
2012,5,Nissan,589
2012,5,Mitsubishi,477
2012,5,Skoda,469
2012,5,Kia,455
2012,5,Mercedes-Benz,449
2012,5,Citroen,338
2012,5,Subaru,321
2012,5,Opel,318
2012,5,Mazda,225
2012,5,Suzuki,198
2012,5,Honda,167
2012,5,MINI,103
2012,5,Land Rover,58
2012,5,Renault,57
2012,5,Lexus,52
2012,5,Fiat,51
2012,5,Porsche,32
2012,5,Jeep,29
2012,5,Alfa Romeo,27
2012,5,Smart,9
2012,5,Jaguar,3
2012,5,Tesla,3
2012,5,Ssangyong,2
2012,5,Chevrolet,2
2012,5,Saab,2
2012,5,Think,1
2012,5,Cadillac,1
2012,5,Fisker,1
2012,5,Iveco,1
2012,5,Westfield,1
2012,6,Volkswagen,1480
2012,6,Toyota,1264
2012,6,Ford,1120
2012,6,Volvo,890
2012,6,BMW,621
2012,6,Audi,578
2012,6,Skoda,573
2012,6,Hyundai,522
2012,6,Peugeot,516
2012,6,Nissan,477
2012,6,Kia,380
2012,6,Mercedes-Benz,355
2012,6,Citroen,347
2012,6,Mitsubishi,340
2012,6,Mazda,303
2012,6,Opel,292
2012,6,Subaru,274
2012,6,Honda,191
2012,6,Suzuki,137
2012,6,Renault,110
2012,6,MINI,56
2012,6,Land Rover,52
2012,6,Fiat,46
2012,6,Lexus,35
2012,6,Porsche,30
2012,6,Jeep,17
2012,6,Alfa Romeo,16
2012,6,Tesla,5
2012,6,Jaguar,4
2012,6,Smart,4
2012,6,Ssangyong,4
2012,6,Chevrolet,2
2012,6,Fisker,2
2012,6,Nilsson,2
2012,6,Think,1
2012,6,Saab,1
2012,6,Ferrari,1
2012,6,Morgan,1
2012,6,Dacia,1
2012,6,Iveco,1
2012,6,NA,1
2012,6,Isuzu,1
2012,7,Volkswagen,2031
2012,7,Toyota,1342
2012,7,Volvo,917
2012,7,Ford,841
2012,7,Audi,836
2012,7,Skoda,781
2012,7,Nissan,595
2012,7,BMW,537
2012,7,Peugeot,512
2012,7,Hyundai,478
2012,7,Kia,404
2012,7,Mercedes-Benz,380
2012,7,Mitsubishi,374
2012,7,Subaru,371
2012,7,Mazda,319
2012,7,Opel,316
2012,7,Citroen,286
2012,7,Suzuki,135
2012,7,Honda,105
2012,7,Fiat,68
2012,7,Renault,66
2012,7,Land Rover,47
2012,7,MINI,46
2012,7,Lexus,44
2012,7,Porsche,38
2012,7,Alfa Romeo,17
2012,7,Jeep,15
2012,7,Ssangyong,5
2012,7,Tesla,3
2012,7,Saab,2
2012,7,Isuzu,2
2012,7,Jaguar,1
2012,7,Smart,1
2012,7,Chevrolet,1
2012,7,Think,1
2012,7,Fisker,1
2012,7,Aston Martin,1
2012,7,NA,1
2012,8,Volkswagen,1873
2012,8,Toyota,1547
2012,8,Ford,911
2012,8,Audi,767
2012,8,Peugeot,657
2012,8,Skoda,643
2012,8,Volvo,609
2012,8,BMW,579
2012,8,Nissan,553
2012,8,Kia,464
2012,8,Mercedes-Benz,457
2012,8,Hyundai,432
2012,8,Subaru,361
2012,8,Citroen,348
2012,8,Mitsubishi,341
2012,8,Opel,266
2012,8,Mazda,248
2012,8,Suzuki,164
2012,8,Honda,162
2012,8,Fiat,69
2012,8,MINI,61
2012,8,Renault,59
2012,8,Land Rover,49
2012,8,Lexus,42
2012,8,Alfa Romeo,39
2012,8,Porsche,34
2012,8,Jeep,21
2012,8,Smart,9
2012,8,Think,5
2012,8,Mia,5
2012,8,Jaguar,4
2012,8,Tesla,3
2012,8,Ssangyong,2
2012,8,Chevrolet,1
2012,8,Saab,1
2012,8,Bentley,1
2012,8,Dodge,1
2012,8,McLaren,1
2012,8,Seat,1
2012,9,Volkswagen,1445
2012,9,Toyota,1387
2012,9,Volvo,945
2012,9,Ford,930
2012,9,Audi,578
2012,9,Nissan,575
2012,9,BMW,572
2012,9,Mercedes-Benz,501
2012,9,Peugeot,490
2012,9,Kia,471
2012,9,Skoda,463
2012,9,Mitsubishi,429
2012,9,Subaru,400
2012,9,Hyundai,399
2012,9,Citroen,389
2012,9,Mazda,319
2012,9,Opel,299
2012,9,Suzuki,176
2012,9,Honda,117
2012,9,MINI,61
2012,9,Fiat,47
2012,9,Renault,30
2012,9,Lexus,25
2012,9,Alfa Romeo,24
2012,9,Porsche,16
2012,9,Land Rover,15
2012,9,Jeep,11
2012,9,Smart,5
2012,9,Ssangyong,4
2012,9,Tesla,3
2012,9,Think,3
2012,9,Chevrolet US,2
2012,9,Chevrolet,1
2012,9,Aston Martin,1
2012,9,Nilsson,1
2012,10,Volkswagen,1848
2012,10,Toyota,1640
2012,10,Ford,1017
2012,10,Volvo,969
2012,10,BMW,686
2012,10,Peugeot,669
2012,10,Audi,654
2012,10,Skoda,611
2012,10,Nissan,599
2012,10,Mercedes-Benz,466
2012,10,Kia,458
2012,10,Hyundai,432
2012,10,Mitsubishi,381
2012,10,Mazda,341
2012,10,Subaru,334
2012,10,Opel,319
2012,10,Citroen,280
2012,10,Suzuki,176
2012,10,Honda,143
2012,10,MINI,98
2012,10,Fiat,57
2012,10,Renault,56
2012,10,Land Rover,39
2012,10,Lexus,39
2012,10,Porsche,31
2012,10,Alfa Romeo,27
2012,10,Jeep,24
2012,10,Chevrolet,4
2012,10,Smart,3
2012,10,Tesla,3
2012,10,Jaguar,2
2012,10,Ssangyong,2
2012,10,Mia,2
2012,10,Morgan,1
2012,10,Nilsson,1
2012,10,Bentley,1
2012,11,Volkswagen,2064
2012,11,Toyota,1380
2012,11,Volvo,1090
2012,11,Ford,741
2012,11,Audi,702
2012,11,BMW,640
2012,11,Nissan,567
2012,11,Kia,560
2012,11,Peugeot,539
2012,11,Mercedes-Benz,523
2012,11,Skoda,517
2012,11,Mitsubishi,396
2012,11,Hyundai,371
2012,11,Opel,323
2012,11,Subaru,305
2012,11,Citroen,282
2012,11,Mazda,261
2012,11,Suzuki,207
2012,11,Honda,205
2012,11,MINI,77
2012,11,Fiat,55
2012,11,Chevrolet,39
2012,11,Renault,34
2012,11,Land Rover,33
2012,11,Lexus,24
2012,11,Porsche,19
2012,11,Alfa Romeo,13
2012,11,Jeep,7
2012,11,Jaguar,6
2012,11,Fisker,2
2012,11,Ssangyong,1
2012,11,Saab,1
2012,11,Cadillac,1
2012,11,Seat,1
2012,12,Volkswagen,1378
2012,12,Volvo,1265
2012,12,Toyota,784
2012,12,Ford,742
2012,12,Mercedes-Benz,662
2012,12,Skoda,580
2012,12,Audi,501
2012,12,Hyundai,449
2012,12,BMW,404
2012,12,Nissan,311
2012,12,Mitsubishi,308
2012,12,Peugeot,276
2012,12,Mazda,270
2012,12,Kia,250
2012,12,Citroen,226
2012,12,Subaru,224
2012,12,Honda,193
2012,12,Opel,158
2012,12,Suzuki,103
2012,12,Land Rover,70
2012,12,MINI,59
2012,12,Renault,45
2012,12,Fiat,24
2012,12,Chevrolet,22
2012,12,Porsche,19
2012,12,Lexus,14
2012,12,Alfa Romeo,6
2012,12,Jaguar,6
2012,12,Jeep,5
2012,12,Smart,3
2012,12,Ssangyong,3
2012,12,Dacia,3
2012,12,Tesla,2
2012,12,Think,1
2012,12,Mia,1
2012,12,Cadillac,1
2012,12,Binz,1
2013,1,Volkswagen,1680
2013,1,Toyota,1287
2013,1,Volvo,857
2013,1,Ford,679
2013,1,BMW,652
2013,1,Mazda,646
2013,1,Peugeot,639
2013,1,Nissan,626
2013,1,Mitsubishi,601
2013,1,Audi,597
2013,1,Mercedes-Benz,485
2013,1,Kia,444
2013,1,Opel,397
2013,1,Skoda,388
2013,1,Hyundai,321
2013,1,Citroen,274
2013,1,Honda,242
2013,1,Subaru,238
2013,1,Suzuki,176
2013,1,MINI,86
2013,1,Renault,57
2013,1,Land Rover,45
2013,1,Lexus,44
2013,1,Chevrolet,40
2013,1,Porsche,34
2013,1,Fiat,29
2013,1,Dacia,28
2013,1,Alfa Romeo,17
2013,1,Jaguar,14
2013,1,Jeep,11
2013,1,Nilsson,2
2013,1,Smart,1
2013,1,Ssangyong,1
2013,1,Think,1
2013,2,Volkswagen,1592
2013,2,Toyota,1500
2013,2,Volvo,826
2013,2,Ford,800
2013,2,Audi,641
2013,2,Mazda,604
2013,2,Mercedes-Benz,563
2013,2,Nissan,560
2013,2,BMW,533
2013,2,Skoda,481
2013,2,Peugeot,448
2013,2,Kia,441
2013,2,Mitsubishi,428
2013,2,Honda,332
2013,2,Hyundai,309
2013,2,Opel,308
2013,2,Subaru,270
2013,2,Citroen,199
2013,2,Suzuki,154
2013,2,Fiat,56
2013,2,MINI,54
2013,2,Land Rover,53
2013,2,Lexus,37
2013,2,Renault,32
2013,2,Chevrolet,30
2013,2,Dacia,23
2013,2,Porsche,20
2013,2,Alfa Romeo,7
2013,2,Jeep,7
2013,2,Jaguar,3
2013,2,Ssangyong,3
2013,2,Mia,3
2013,2,Think,1
2013,2,Aston Martin,1
2013,2,Bentley,1
2013,2,Fisker,1
2013,2,Saab,1
2013,3,Volkswagen,1440
2013,3,Toyota,1301
2013,3,Volvo,826
2013,3,Ford,666
2013,3,Nissan,620
2013,3,Mazda,594
2013,3,Audi,488
2013,3,Mitsubishi,488
2013,3,Skoda,484
2013,3,BMW,473
2013,3,Hyundai,469
2013,3,Mercedes-Benz,460
2013,3,Peugeot,390
2013,3,Opel,377
2013,3,Kia,341
2013,3,Honda,298
2013,3,Subaru,284
2013,3,Citroen,187
2013,3,Suzuki,169
2013,3,Land Rover,82
2013,3,MINI,59
2013,3,Renault,56
2013,3,Fiat,47
2013,3,Lexus,31
2013,3,Chevrolet,28
2013,3,Porsche,24
2013,3,Dacia,18
2013,3,Alfa Romeo,9
2013,3,Jaguar,7
2013,3,Smart,7
2013,3,Ssangyong,5
2013,3,Jeep,4
2013,3,Nilsson,2
2013,3,Tesla,1
2013,4,Volkswagen,2200
2013,4,Toyota,1645
2013,4,Volvo,1060
2013,4,Audi,987
2013,4,Ford,950
2013,4,Nissan,814
2013,4,Mercedes-Benz,705
2013,4,Mitsubishi,648
2013,4,BMW,646
2013,4,Skoda,625
2013,4,Opel,463
2013,4,Hyundai,454
2013,4,Peugeot,444
2013,4,Kia,444
2013,4,Mazda,414
2013,4,Subaru,325
2013,4,Citroen,279
2013,4,Honda,250
2013,4,Suzuki,163
2013,4,MINI,95
2013,4,Renault,80
2013,4,Fiat,77
2013,4,Porsche,49
2013,4,Lexus,40
2013,4,Chevrolet,35
2013,4,Land Rover,29
2013,4,Dacia,25
2013,4,Alfa Romeo,13
2013,4,Jaguar,10
2013,4,Jeep,7
2013,4,Smart,3
2013,4,Ssangyong,2
2013,4,Cadillac,2
2013,4,Morgan,2
2013,4,Think,1
2013,4,Aston Martin,1
2013,4,Tesla,1
2013,5,Toyota,1635
2013,5,Volkswagen,1351
2013,5,Ford,1010
2013,5,Volvo,938
2013,5,Audi,699
2013,5,BMW,662
2013,5,Nissan,645
2013,5,Mitsubishi,616
2013,5,Mercedes-Benz,592
2013,5,Peugeot,491
2013,5,Hyundai,468
2013,5,Skoda,464
2013,5,Kia,409
2013,5,Opel,372
2013,5,Mazda,338
2013,5,Subaru,300
2013,5,Honda,230
2013,5,Citroen,224
2013,5,Suzuki,152
2013,5,MINI,97
2013,5,Fiat,79
2013,5,Renault,73
2013,5,Land Rover,36
2013,5,Lexus,34
2013,5,Chevrolet,26
2013,5,Porsche,25
2013,5,Dacia,15
2013,5,Alfa Romeo,10
2013,5,Jaguar,7
2013,5,Jeep,7
2013,5,Ssangyong,3
2013,5,Smart,1
2013,5,Nilsson,1
2013,5,Saab,1
2013,5,Dodge,1
2013,6,Volkswagen,1482
2013,6,Toyota,1450
2013,6,Ford,1084
2013,6,Volvo,692
2013,6,Nissan,633
2013,6,Audi,579
2013,6,Mitsubishi,539
2013,6,BMW,494
2013,6,Hyundai,484
2013,6,Mazda,465
2013,6,Skoda,434
2013,6,Peugeot,371
2013,6,Kia,348
2013,6,Mercedes-Benz,339
2013,6,Subaru,281
2013,6,Citroen,250
2013,6,Opel,245
2013,6,Honda,223
2013,6,Suzuki,148
2013,6,Fiat,97
2013,6,MINI,72
2013,6,Chevrolet,67
2013,6,Renault,44
2013,6,Lexus,35
2013,6,Land Rover,29
2013,6,Alfa Romeo,21
2013,6,Porsche,17
2013,6,Dacia,12
2013,6,Jaguar,4
2013,6,Nilsson,4
2013,6,Jeep,2
2013,6,Ssangyong,1
2013,6,Smart,1
2013,6,Think,1
2013,7,Toyota,1627
2013,7,Volkswagen,1556
2013,7,Volvo,901
2013,7,Ford,825
2013,7,Audi,687
2013,7,Nissan,648
2013,7,Mazda,644
2013,7,BMW,513
2013,7,Skoda,502
2013,7,Mitsubishi,455
2013,7,Mercedes-Benz,418
2013,7,Kia,413
2013,7,Peugeot,361
2013,7,Hyundai,344
2013,7,Subaru,301
2013,7,Opel,220
2013,7,Citroen,212
2013,7,Honda,121
2013,7,Suzuki,114
2013,7,Renault,91
2013,7,MINI,79
2013,7,Chevrolet,54
2013,7,Lexus,53
2013,7,Fiat,52
2013,7,Porsche,43
2013,7,Land Rover,26
2013,7,Alfa Romeo,18
2013,7,Dacia,14
2013,7,Jeep,5
2013,7,Tesla,5
2013,7,Jaguar,3
2013,7,Smart,3
2013,7,Morgan,2
2013,7,Ssangyong,1
2013,7,Aston Martin,1
2013,8,Toyota,1666
2013,8,Volkswagen,1551
2013,8,Ford,897
2013,8,Nissan,725
2013,8,Audi,645
2013,8,Mazda,628
2013,8,BMW,620
2013,8,Volvo,581
2013,8,Peugeot,563
2013,8,Skoda,543
2013,8,Mercedes-Benz,513
2013,8,Kia,402
2013,8,Mitsubishi,387
2013,8,Hyundai,343
2013,8,Opel,238
2013,8,Subaru,208
2013,8,Tesla,185
2013,8,Honda,182
2013,8,Citroen,165
2013,8,Suzuki,122
2013,8,Renault,119
2013,8,MINI,88
2013,8,Lexus,69
2013,8,Chevrolet,64
2013,8,Fiat,51
2013,8,Porsche,34
2013,8,Land Rover,28
2013,8,Alfa Romeo,21
2013,8,Dacia,13
2013,8,Jeep,4
2013,8,Jaguar,3
2013,8,Smart,1
2013,8,Ssangyong,1
2013,9,Toyota,1548
2013,9,Volkswagen,1512
2013,9,Volvo,1098
2013,9,Ford,733
2013,9,BMW,681
2013,9,Skoda,679
2013,9,Tesla,616
2013,9,Nissan,615
2013,9,Mazda,584
2013,9,Audi,554
2013,9,Kia,480
2013,9,Mitsubishi,418
2013,9,Mercedes-Benz,415
2013,9,Peugeot,402
2013,9,Hyundai,337
2013,9,Subaru,265
2013,9,Opel,250
2013,9,Suzuki,199
2013,9,Honda,196
2013,9,Citroen,181
2013,9,Land Rover,73
2013,9,MINI,68
2013,9,Renault,62
2013,9,Chevrolet,60
2013,9,Lexus,47
2013,9,Fiat,42
2013,9,Porsche,17
2013,9,Alfa Romeo,11
2013,9,Dacia,10
2013,9,Smart,5
2013,9,Jeep,4
2013,9,Mia,2
2013,9,Jaguar,1
2013,9,Ssangyong,1
2013,9,Tazzari,1
2013,9,NA,1
2013,10,Toyota,1890
2013,10,Volkswagen,1550
2013,10,Volvo,1147
2013,10,Nissan,1075
2013,10,Ford,864
2013,10,Skoda,773
2013,10,Audi,664
2013,10,BMW,579
2013,10,Peugeot,463
2013,10,Kia,459
2013,10,Mazda,449
2013,10,Mercedes-Benz,444
2013,10,Mitsubishi,401
2013,10,Suzuki,380
2013,10,Hyundai,303
2013,10,Subaru,285
2013,10,Opel,202
2013,10,Citroen,180
2013,10,Honda,171
2013,10,MINI,120
2013,10,Renault,109
2013,10,Tesla,98
2013,10,Lexus,68
2013,10,Chevrolet,55
2013,10,Land Rover,53
2013,10,Fiat,35
2013,10,Porsche,20
2013,10,Alfa Romeo,17
2013,10,Jeep,13
2013,10,Dacia,10
2013,10,Jaguar,8
2013,10,Smart,4
2013,10,Ssangyong,3
2013,10,Bentley,1
2013,11,Volkswagen,1735
2013,11,Toyota,1454
2013,11,Volvo,1053
2013,11,Skoda,789
2013,11,Ford,733
2013,11,Nissan,729
2013,11,BMW,586
2013,11,Tesla,527
2013,11,Audi,495
2013,11,Mercedes-Benz,494
2013,11,Kia,478
2013,11,Mazda,455
2013,11,Peugeot,436
2013,11,Mitsubishi,378
2013,11,Suzuki,272
2013,11,Subaru,236
2013,11,Hyundai,211
2013,11,Opel,208
2013,11,Honda,189
2013,11,Citroen,181
2013,11,MINI,108
2013,11,Renault,93
2013,11,Lexus,54
2013,11,Land Rover,52
2013,11,Chevrolet,48
2013,11,Fiat,36
2013,11,Porsche,18
2013,11,Jeep,12
2013,11,Alfa Romeo,6
2013,11,Dacia,5
2013,11,Think,4
2013,11,Jaguar,1
2013,11,Ssangyong,1
2013,11,Maserati,1
2013,11,Seat,1
2013,12,Volvo,1884
2013,12,Volkswagen,1481
2013,12,Toyota,906
2013,12,Skoda,786
2013,12,Ford,756
2013,12,Mercedes-Benz,663
2013,12,Tesla,553
2013,12,Nissan,512
2013,12,Audi,475
2013,12,BMW,437
2013,12,Mitsubishi,376
2013,12,Kia,376
2013,12,Opel,334
2013,12,Mazda,288
2013,12,Suzuki,270
2013,12,Peugeot,251
2013,12,Subaru,240
2013,12,Honda,221
2013,12,Hyundai,142
2013,12,Citroen,134
2013,12,Renault,73
2013,12,MINI,57
2013,12,Land Rover,56
2013,12,Fiat,36
2013,12,Chevrolet,32
2013,12,Dacia,16
2013,12,Lexus,13
2013,12,Porsche,9
2013,12,Jeep,6
2013,12,Alfa Romeo,5
2013,12,Smart,3
2013,12,Jaguar,2
2013,12,Ssangyong,1
2013,12,Binz,1
2014,1,Toyota,1501
2014,1,Volkswagen,1360
2014,1,BMW,919
2014,1,Nissan,872
2014,1,Peugeot,661
2014,1,Volvo,654
2014,1,Audi,633
2014,1,Mazda,610
2014,1,Ford,601
2014,1,Mercedes-Benz,531
2014,1,Skoda,521
2014,1,Suzuki,401
2014,1,Mitsubishi,389
2014,1,Opel,263
2014,1,Kia,236
2014,1,Hyundai,217
2014,1,Citroen,187
2014,1,Subaru,187
2014,1,Tesla,132
2014,1,Honda,91
2014,1,Land Rover,79
2014,1,Renault,74
2014,1,Lexus,66
2014,1,MINI,66
2014,1,Chevrolet,47
2014,1,Fiat,31
2014,1,Porsche,26
2014,1,Jaguar,9
2014,1,Dacia,7
2014,1,Jeep,7
2014,1,Alfa Romeo,5
2014,1,Smart,2
2014,2,Volkswagen,1379
2014,2,Toyota,1352
2014,2,BMW,896
2014,2,Nissan,861
2014,2,Volvo,723
2014,2,Peugeot,608
2014,2,Skoda,566
2014,2,Audi,543
2014,2,Ford,524
2014,2,Mercedes-Benz,495
2014,2,Mitsubishi,451
2014,2,Tesla,431
2014,2,Mazda,372
2014,2,Kia,335
2014,2,Opel,293
2014,2,Suzuki,288
2014,2,Hyundai,211
2014,2,Subaru,200
2014,2,Honda,175
2014,2,Citroen,168
2014,2,Land Rover,68
2014,2,Chevrolet,60
2014,2,Renault,59
2014,2,MINI,58
2014,2,Lexus,47
2014,2,Fiat,29
2014,2,Porsche,16
2014,2,Dacia,11
2014,2,Jeep,8
2014,2,Jaguar,6
2014,2,Alfa Romeo,5
2014,2,Nilsson,4
2014,2,Smart,2
2014,2,Maserati,2
2014,3,Volkswagen,1722
2014,3,Tesla,1493
2014,3,Toyota,1441
2014,3,BMW,1016
2014,3,Nissan,924
2014,3,Volvo,915
2014,3,Ford,700
2014,3,Audi,570
2014,3,Mitsubishi,560
2014,3,Mazda,555
2014,3,Skoda,543
2014,3,Mercedes-Benz,523
2014,3,Peugeot,490
2014,3,Opel,334
2014,3,Kia,307
2014,3,Citroen,270
2014,3,Renault,240
2014,3,Suzuki,238
2014,3,Subaru,236
2014,3,Honda,236
2014,3,Hyundai,195
2014,3,Land Rover,92
2014,3,MINI,79
2014,3,Chevrolet,49
2014,3,Fiat,38
2014,3,Lexus,35
2014,3,Dacia,23
2014,3,Porsche,17
2014,3,Alfa Romeo,11
2014,3,Jaguar,4
2014,3,Jeep,4
2014,3,Maserati,1
2014,4,Volkswagen,1893
2014,4,Toyota,1229
2014,4,BMW,946
2014,4,Nissan,859
2014,4,Volvo,816
2014,4,Ford,803
2014,4,Audi,704
2014,4,Skoda,672
2014,4,Mercedes-Benz,546
2014,4,Peugeot,531
2014,4,Mitsubishi,498
2014,4,Mazda,390
2014,4,Kia,384
2014,4,Suzuki,237
2014,4,Opel,227
2014,4,Subaru,213
2014,4,Hyundai,200
2014,4,Honda,188
2014,4,Tesla,171
2014,4,Citroen,164
2014,4,Renault,144
2014,4,MINI,82
2014,4,Porsche,45
2014,4,Land Rover,43
2014,4,Lexus,43
2014,4,Fiat,36
2014,4,Chevrolet,25
2014,4,Dacia,11
2014,4,Alfa Romeo,6
2014,4,Jeep,6
2014,4,Jaguar,3
2014,5,Volkswagen,1716
2014,5,Toyota,1458
2014,5,Volvo,859
2014,5,Nissan,766
2014,5,BMW,733
2014,5,Audi,721
2014,5,Skoda,692
2014,5,Ford,626
2014,5,Mazda,575
2014,5,Mercedes-Benz,555
2014,5,Peugeot,474
2014,5,Mitsubishi,440
2014,5,Kia,426
2014,5,Tesla,373
2014,5,Citroen,288
2014,5,Opel,275
2014,5,Hyundai,270
2014,5,Honda,235
2014,5,Suzuki,230
2014,5,Subaru,159
2014,5,Renault,116
2014,5,MINI,72
2014,5,Lexus,57
2014,5,Porsche,56
2014,5,Fiat,50
2014,5,Land Rover,33
2014,5,Chevrolet,29
2014,5,Dacia,18
2014,5,Jeep,13
2014,5,Alfa Romeo,8
2014,5,Nilsson,5
2014,5,Jaguar,4
2014,5,Maserati,2
2014,5,Smart,1
2014,5,Cadillac,1
2014,5,Morgan,1
2014,6,Volkswagen,1620
2014,6,Toyota,1306
2014,6,Volvo,852
2014,6,Ford,787
2014,6,BMW,644
2014,6,Nissan,586
2014,6,Skoda,577
2014,6,Audi,548
2014,6,Tesla,536
2014,6,Peugeot,515
2014,6,Mazda,491
2014,6,Mercedes-Benz,450
2014,6,Mitsubishi,399
2014,6,Kia,375
2014,6,Citroen,303
2014,6,Opel,241
2014,6,Honda,229
2014,6,Hyundai,223
2014,6,Suzuki,167
2014,6,Subaru,147
2014,6,Renault,120
2014,6,MINI,78
2014,6,Porsche,49
2014,6,Lexus,39
2014,6,Jeep,39
2014,6,Land Rover,35
2014,6,Fiat,35
2014,6,Chevrolet,29
2014,6,Dacia,10
2014,6,Alfa Romeo,4
2014,6,Maserati,3
2014,6,Jaguar,2
2014,6,Smart,1
2014,6,Iveco,1
2014,7,Volkswagen,2197
2014,7,Toyota,1270
2014,7,Volvo,930
2014,7,Nissan,677
2014,7,BMW,670
2014,7,Ford,645
2014,7,Skoda,632
2014,7,Audi,609
2014,7,Mazda,565
2014,7,Mercedes-Benz,542
2014,7,Mitsubishi,438
2014,7,Peugeot,432
2014,7,Kia,397
2014,7,Opel,239
2014,7,Suzuki,219
2014,7,Citroen,195
2014,7,Subaru,177
2014,7,Hyundai,159
2014,7,Honda,138
2014,7,Renault,130
2014,7,Tesla,114
2014,7,MINI,79
2014,7,Lexus,43
2014,7,Chevrolet,37
2014,7,Porsche,34
2014,7,Land Rover,29
2014,7,Fiat,29
2014,7,Jeep,29
2014,7,Dacia,14
2014,7,Alfa Romeo,12
2014,7,Jaguar,3
2014,7,Maserati,2
2014,7,Tazzari,2
2014,7,Smart,1
2014,7,Ferrari,1
2014,8,Volkswagen,2065
2014,8,Toyota,1233
2014,8,BMW,816
2014,8,Nissan,750
2014,8,Skoda,653
2014,8,Peugeot,642
2014,8,Volvo,614
2014,8,Ford,604
2014,8,Mazda,600
2014,8,Audi,575
2014,8,Mitsubishi,457
